Epoch,SupportLoss,QueryLoss,Val_mAP
0,2.8220152854919434,0.8931533336639405,0.0012660661013796926
1,2.984082889556885,1.0620941042900085,0.0007355021080002189
2,3.5037408828735352,0.8121745824813843,0.0
3,3.2571366310119627,0.6261736810207367,0.01252590399235487
4,2.9516343116760253,0.692985326051712,0.0004357954894658178
5,3.1509894847869875,0.5290284812450409,0.02214607037603855
6,2.3224696636199953,0.7820633888244629,0.02756275050342083
7,2.9082609176635743,0.7237384438514709,0.06393808126449585
8,2.3619791746139525,0.6939030766487122,0.03730093315243721
9,1.9945284366607665,0.5662501096725464,0.12147296965122223
10,2.005787754058838,0.6085593342781067,0.09825342148542404
11,1.6159955501556396,0.6171566188335419,0.13898393511772156
12,1.4997408866882325,0.550199156999588,0.10990458726882935
13,1.0925436615943909,0.521950614452362,0.151267871260643
14,0.9031259655952454,0.622451913356781,0.1718134731054306
15,1.1455742359161376,0.533410108089447,0.12742392718791962
16,0.952103066444397,0.6345470488071442,0.20188705623149872
17,0.879427433013916,0.6091747641563415,0.16343672573566437
18,0.8921907663345336,0.8217636287212372,0.1740286648273468
19,0.8555434465408325,0.5523423075675964,0.2328600287437439
20,0.6254281759262085,0.5795233368873596,0.14728808403015137
21,0.7885548591613769,0.6928914189338684,0.20542345941066742
22,0.7613613367080688,0.7629833042621612,0.22875402867794037
23,0.5445926129817963,0.5898047029972077,0.15369285643100739
24,0.561372059583664,0.42381847500801084,0.27623480558395386
25,0.5643413960933685,0.5631240844726563,0.22899173200130463
26,0.6492171108722686,0.7729220867156983,0.27170076966285706
27,0.5267332553863525,0.4245094954967499,0.26191624999046326
28,0.601766949892044,0.5679951548576355,0.2509821951389313
29,0.5267686426639557,0.42171837091445924,0.3390727639198303
30,0.6534166812896729,0.532166737318039,0.28808358311653137
31,0.578726613521576,0.44785149693489074,0.24769335985183716
32,0.49419174492359164,0.44927858412265775,0.2982824742794037
33,0.6469773173332214,0.6033696830272675,0.25044387578964233
34,0.5043095529079438,0.38662550449371336,0.30777397751808167
35,0.7831992268562317,0.4504700928926468,0.39709243178367615
36,0.6660585463047027,0.5736922979354858,0.30291542410850525
37,0.4452019274234772,0.38489317893981934,0.2834116220474243
38,0.5785588443279266,0.5268037021160126,0.2812773585319519
39,0.5332769215106964,0.34152650833129883,0.24801044166088104
40,0.5234625458717346,0.4078697383403778,0.30501851439476013
41,0.46551849246025084,0.38556346893310545,0.34761476516723633
42,0.4712186515331268,0.4785603702068329,0.36637136340141296
43,0.593242883682251,0.32148481011390684,0.45804306864738464
44,0.7208898723125458,0.5353004336357117,0.3329581618309021
45,0.5897849500179291,0.3741621464490891,0.24054506421089172
46,0.7441609919071197,0.5516653060913086,0.3425644338130951
47,0.9303116261959076,0.34829720854759216,0.33870455622673035
48,1.014635169506073,0.3754796802997589,0.31086471676826477
49,0.6288876503705978,0.4789943635463715,0.3008168637752533
50,0.8136649429798126,0.49424907863140105,0.35688987374305725
51,0.6352488040924072,0.5481549084186554,0.4945727586746216
52,0.6340723276138306,0.3382649958133698,0.3733782470226288
53,0.5067435681819916,0.4287042200565338,0.39819830656051636
54,0.6195316195487977,0.3945372402667999,0.3824688196182251
55,0.6296851217746735,0.4782971620559692,0.3127918541431427
56,0.5123678028583527,0.3296626180410385,0.4606914520263672
57,0.522216671705246,0.41105408072471616,0.4510466158390045
58,0.520538467168808,0.3780460774898529,0.4400360584259033
59,0.29225243628025055,0.31373542845249175,0.4408695101737976
60,0.4338358372449875,0.4340107500553131,0.33911046385765076
61,0.4305553585290909,0.4046023368835449,0.5521353483200073
62,0.4741812437772751,0.34336058497428895,0.39987799525260925
63,0.5913757354021072,0.41718435287475586,0.39480531215667725
64,1.0295652866363525,0.4455492258071899,0.37769320607185364
65,0.8368666172027588,0.39699050784111023,0.3858109414577484
66,0.6141309678554535,0.37379046678543093,0.4749177396297455
67,0.5899535536766052,0.4690259754657745,0.4471248388290405
68,0.7589127779006958,0.29619828760623934,0.38874346017837524
69,0.5785993933677673,0.31566354632377625,0.40367230772972107
70,0.44200624227523805,0.23096292614936828,0.4259444773197174
71,0.634226405620575,0.39057484865188596,0.32744160294532776
72,0.35178702473640444,0.3323157072067261,0.45295974612236023
73,0.5973301231861115,0.3492153316736221,0.439432293176651
74,0.4691212892532349,0.45576422214508056,0.44140100479125977
75,0.480047744512558,0.2876225024461746,0.44683369994163513
76,0.3307691991329193,0.2578185126185417,0.5327973961830139
77,0.3782153457403183,0.3331873625516891,0.48610368371009827
78,0.43267799019813535,0.3366313338279724,0.5163050889968872
79,0.42344478964805604,0.33701409101486207,0.5200587511062622
80,0.34762325286865237,0.3375620305538177,0.4924752116203308
81,0.3978678584098816,0.305474591255188,0.5323101878166199
82,0.3845509707927704,0.29707502722740176,0.5997481942176819
83,0.5593797326087951,0.30354436337947843,0.47734320163726807
84,0.39178108274936674,0.31653483808040617,0.6405898332595825
85,0.535817676782608,0.32119864225387573,0.4759986400604248
86,0.4032197892665863,0.4207708895206451,0.5064376592636108
87,0.5504099398851394,0.46009322106838224,0.49812155961990356
88,0.4094098597764969,0.2503421872854233,0.4943629503250122
89,0.4320463389158249,0.2698019862174988,0.4808486998081207
90,0.4986590206623077,0.3322961837053299,0.5462970733642578
91,0.45468965768814085,0.2900663435459137,0.5655588507652283
92,0.7360205203294754,0.3238503098487854,0.6040580868721008
93,0.6432117760181427,0.3190090775489807,0.547676146030426
94,0.773523885011673,0.2987756222486496,0.5790752172470093
95,0.3828726887702942,0.2874830335378647,0.5515687465667725
96,0.7344572156667709,0.2512521207332611,0.5134909152984619
97,0.5995690613985062,0.24901383519172668,0.5015528798103333
98,0.7517958045005798,0.41369919776916503,0.45747095346450806
99,0.3517392694950104,0.35924099683761596,0.5936473608016968
